y,Date,y_scaled,t
63099,1/11/17,0.33235889008280134,0.5807210031347962
84763,1/12/17,0.4464688283505046,0.5815047021943573
75847,1/13/17,0.3995059309356762,0.5822884012539185
43090,1/14/17,0.22696626846174917,0.5830721003134797
50738,1/15/17,0.26725027916482313,0.5838557993730408
51664,1/16/17,0.2721277626782968,0.5846394984326019
40697,1/17/17,0.21436171333459747,0.585423197492163
57978,1/18/17,0.305385247455913,0.5862068965517241
72077,1/19/17,0.3796483576680783,0.5869905956112853
56479,1/20/17,0.29748962349619706,0.5877742946708464
64662,1/21/17,0.34059161873459326,0.5885579937304075
49368,1/22/17,0.2600341318500727,0.5893416927899686
37687,1/23/17,0.19850725828540125,0.5901253918495298
35619,1/24/17,0.18761456292269768,0.5909090909090909
71418,1/25/17,0.37617723279185894,0.591692789968652
63750,1/26/17,0.3357878768725112,0.5924764890282131
70189,1/27/17,0.3697037692518383,0.5932601880877743
53955,1/28/17,0.2841950572024524,0.5940438871473355
62854,1/29/17,0.33106841118344815,0.5948275862068966
59975,1/30/17,0.31590396730084486,0.5956112852664577
48684,1/31/17,0.25643132545351116,0.5963949843260188
77639,2/1/17,0.40894486231380234,0.5971786833855799
70727,2/2/17,0.3725375555696016,0.5979623824451411
64701,2/3/17,0.34079704190632704,0.5987460815047022
45120,2/4/17,0.23765880791353264,0.5995297805642633
50532,2/5/17,0.2661652234372037,0.6003134796238244
72513,2/6/17,0.3819448833828456,0.6010971786833855
57760,2/7/17,0.3042369845985294,0.6018808777429467
90430,2/8/17,0.4763183953816657,0.6026645768025078
0,2/9/17,0.0,0.603448275862069
8344,2/10/17,0.04395002422939974,0.60423197492163
26272,2/11/17,0.1383814760971704,0.6050156739811913
26468,2/12/17,0.13941385921665297,0.6057993730407524
58710,2/13/17,0.3092408823715315,0.6065830721003135
78530,2/14/17,0.41363799169879695,0.6073667711598746
72383,2/15/17,0.38126013947706633,0.6081504702194357
63551,2/16/17,0.3347396919705876,0.6089341692789969
67530,2/17/17,0.355698122748246,0.609717868338558
99126,2/18/17,0.5221224954174831,0.6105015673981191
125166,2/19/17,0.6592819670058783,0.6112852664576802
91412,2/20/17,0.4814908455007058,0.6120689655172413
84767,2/21/17,0.4464898973937593,0.6128526645768025
90651,2/22/17,0.4774824600214904,0.6136363636363636
98554,2/23/17,0.5191096222320545,0.6144200626959248
117155,2/24/17,0.6170859406274362,0.6152037617554859
104309,2/25/17,0.54942270821482,0.6159874608150471
75196,2/26/17,0.39607694414596634,0.6167711598746082
80194,2/27/17,0.4224027136927712,0.6175548589341693
92642,2/28/17,0.48796957630154014,0.6183385579937304
85944,3/1/17,0.4526894633714683,0.6191222570532915
73839,3/2/17,0.3889292712217938,0.6199059561128527
68702,3/3/17,0.3618713524218865,0.6206896551724138
43108,3/4/17,0.2270610791563955,0.6214733542319749
50924,3/5/17,0.2682299896761688,0.622257053291536
72776,3/6/17,0.38333017297684513,0.6230407523510971
